Audio_ID,M-STFT,PESQ,UTMOS,ViSQOL,MCD,Pitch,Periodicity,V/UV F1
dev-clean/1272/128104/1272_128104_000001_000000,0.8615686297416687,3.7017180919647217,3.4181137084960938,,0.3623140495071592,24.794641494750977,0.1383190155029297,0.9075630307197571
dev-clean/1272/141231/1272_141231_000007_000003,0.9283689856529236,2.805636405944824,3.6191229820251465,,0.3754322623142968,23.79494857788086,0.08343058824539185,0.9557521939277649
dev-clean/1272/141231/1272_141231_000033_000002,0.8689338564872742,3.559765100479126,3.715597152709961,,0.3481762862042809,24.3654727935791,0.06525924056768417,0.9900000095367432
dev-clean/1462/170138/1462_170138_000012_000002,0.7582094073295593,3.59454345703125,3.944920063018799,,0.38374453834215594,24.584959030151367,0.10426787286996841,0.9800994396209717
dev-clean/1462/170142/1462_170142_000002_000005,0.7593783736228943,3.6418020725250244,4.27919340133667,,0.34268009624004936,30.16514015197754,0.090512715280056,0.9800796508789062
dev-clean/1462/170142/1462_170142_000029_000001,0.7493829131126404,3.809861660003662,4.065279960632324,,0.35586154704162043,22.926090240478516,0.10258283466100693,0.9745762944221497
dev-clean/1462/170142/1462_170142_000046_000004,0.7515451908111572,3.597175121307373,4.293093204498291,,0.3861669374791739,31.32783317565918,0.07571355998516083,0.9712230563163757
dev-clean/1462/170145/1462_170145_000012_000003,0.71914142370224,3.984560966491699,4.1452789306640625,,0.3305829710589482,17.5039119720459,0.10678325593471527,0.9757575988769531
dev-clean/1462/170145/1462_170145_000033_000000,0.7762598395347595,3.294891834259033,4.042812824249268,,0.3652339289659377,16.27651596069336,0.08215231448411942,0.9773755669593811
dev-clean/1673/143397/1673_143397_000031_000007,0.8274692296981812,3.88065767288208,3.608830451965332,,0.33453721230864886,24.57106590270996,0.13099193572998047,0.9518072009086609
dev-clean/174/168635/174_168635_000040_000000,0.8995033502578735,3.780517101287842,4.162040710449219,,0.3589882704249544,27.269418716430664,0.0975988432765007,0.9377483129501343
dev-clean/174/50561/174_50561_000058_000001,0.9325186610221863,2.9585273265838623,3.712031841278076,,0.37830789586938485,25.017658233642578,0.1445920467376709,0.9054726958274841
dev-clean/174/84280/174_84280_000015_000000,0.90105140209198,3.7892611026763916,3.715242862701416,,0.7211309566901465,24.510282516479492,0.13582032918930054,0.9411764740943909
dev-clean/1919/142785/1919_142785_000063_000000,0.9453808069229126,3.522111654281616,3.725139617919922,,0.29662141687609095,28.64341926574707,0.09550903737545013,0.8817204236984253
dev-clean/1919/142785/1919_142785_000131_000001,0.9657770991325378,2.956648111343384,3.7868330478668213,,0.31850736653990425,24.298009872436523,0.06795644015073776,0.9777778387069702
dev-clean/1988/147956/1988_147956_000016_000009,0.797523021697998,3.646758556365967,4.175053119659424,,0.36194425145951153,14.203880310058594,0.05648403987288475,0.9774436354637146
dev-clean/1988/148538/1988_148538_000015_000007,0.8035907745361328,3.883521318435669,3.8570303916931152,,0.44652672831622975,19.483057022094727,0.07696665823459625,0.9742647409439087
dev-clean/1988/24833/1988_24833_000028_000003,0.8292199373245239,3.550238609313965,3.6269052028656006,,1.072226605496085,19.154659271240234,0.09522239118814468,0.9354838728904724
dev-clean/1988/24833/1988_24833_000059_000000,0.8192434310913086,3.744854211807251,3.717768669128418,,0.43235957380434487,15.953454971313477,0.07633045315742493,0.9565216898918152
dev-clean/1993/147149/1993_147149_000051_000002,0.7852997183799744,3.621711254119873,4.14689302444458,,0.48092368319789813,22.959484100341797,0.07621954381465912,0.9356873035430908
dev-clean/1993/147965/1993_147965_000003_000004,0.8110699653625488,3.4329464435577393,3.8668899536132812,,0.4758318871688362,25.28742790222168,0.09624797850847244,0.9599438309669495
dev-clean/1993/147966/1993_147966_000020_000003,0.7773019671440125,3.6673011779785156,4.075494766235352,,0.2889899467656317,21.826278686523438,0.07066687941551208,0.9629629850387573
dev-clean/2035/147960/2035_147960_000019_000001,0.8296694755554199,3.8494484424591064,2.505197048187256,,0.36561812925129156,23.71611785888672,0.11689984798431396,0.937748372554779
dev-clean/2035/147961/2035_147961_000011_000002,0.7696570754051208,3.9406635761260986,3.6220412254333496,,0.36810216191723,22.88941764831543,0.09382539242506027,0.9651416540145874
dev-clean/2035/147961/2035_147961_000025_000002,0.7252213358879089,4.123274803161621,4.253277778625488,,0.3702942934263205,22.344928741455078,0.07011564075946808,0.9836065173149109
