Audio_ID,PESQ,M-STFT,MCD,Periodicity_RMSE,V_UV_F1,UTMOS
dev-clean/1272/128104/1272_128104_000001_000000,4.353527069091797,0.6635615229606628,2.2273986276049937,0.11344050531277192,0.9923664122137404,3.5501699447631836
dev-clean/1272/141231/1272_141231_000007_000003,3.9678142070770264,0.773447573184967,2.7550726857074035,0.14096263139860987,0.9812332439678284,3.397602081298828
dev-clean/1272/141231/1272_141231_000033_000002,4.202167510986328,0.7034613490104675,2.1103216261483357,0.09985874990449363,0.963963963963964,3.8039369583129883
dev-clean/1462/170138/1462_170138_000012_000002,4.369191646575928,0.570173442363739,1.1116955478931865,0.18109825079370834,0.9929411764705881,4.333542823791504
dev-clean/1462/170142/1462_170142_000002_000005,4.311431407928467,0.5727532505989075,0.9579002046075817,0.15393230640850608,0.9735849056603774,4.311663627624512
dev-clean/1462/170142/1462_170142_000029_000001,4.077614784240723,0.6082541346549988,1.0397470171062297,0.14566409584665213,0.9814126394052045,4.114354610443115
dev-clean/1462/170142/1462_170142_000046_000004,4.288590908050537,0.609827995300293,0.8388577985779101,0.1287180567440146,0.9927404718693285,4.39821195602417
dev-clean/1462/170145/1462_170145_000012_000003,4.428311824798584,0.6007125377655029,0.9646048657960926,0.11233328970908335,0.9882352941176471,4.235450267791748
dev-clean/1462/170145/1462_170145_000033_000000,3.985401153564453,0.6247251629829407,1.090543589991275,0.14154298380466931,0.9794050343249429,4.133236885070801
dev-clean/1673/143397/1673_143397_000031_000007,4.395447254180908,0.6145082712173462,1.9392764782791097,0.1871199287243063,0.9689213893967094,3.80570387840271
dev-clean/174/168635/174_168635_000040_000000,4.332950115203857,0.7048293948173523,1.8249519311216742,0.1373662994798112,0.9415041782729805,4.1371893882751465
dev-clean/174/50561/174_50561_000058_000001,4.322498798370361,0.7054521441459656,1.4730510869984912,0.17174274312530285,0.9477911646586346,3.5109331607818604
dev-clean/174/84280/174_84280_000015_000000,4.340548038482666,0.6784121990203857,2.1654609583684064,0.12301425982561305,0.9866001869741352,3.842637300491333
dev-clean/1919/142785/1919_142785_000063_000000,4.337797164916992,0.7950908541679382,1.8170148864854876,0.15765924801638623,0.9904761904761905,3.7994518280029297
dev-clean/1919/142785/1919_142785_000131_000001,4.253649711608887,0.686269223690033,1.429945130759986,0.19726225617271034,0.9785056294779938,4.186766624450684
dev-clean/1988/147956/1988_147956_000016_000009,4.340917110443115,0.6091480851173401,1.4720368308681564,0.13466396503134848,0.9664429530201343,4.233339786529541
dev-clean/1988/148538/1988_148538_000015_000007,4.362220764160156,0.6575782895088196,0.9191199663099164,0.11668798972104903,0.9630589760207388,3.9042587280273438
dev-clean/1988/24833/1988_24833_000028_000003,4.367926120758057,0.5730562806129456,0.8425688934018902,0.13363204646604723,0.9459459459459459,3.7722761631011963
dev-clean/1988/24833/1988_24833_000059_000000,4.376986026763916,0.6243085265159607,0.7190294386159332,0.0864975031670699,0.9879518072289156,3.607689619064331
dev-clean/1993/147149/1993_147149_000051_000002,4.080767631530762,0.6595518589019775,0.3079236750103393,0.13941351313679445,0.9898190045248869,3.855180263519287
dev-clean/1993/147965/1993_147965_000003_000004,4.07086181640625,0.664604127407074,1.4932892362728367,0.15845959642971202,0.990572878897752,3.984786033630371
dev-clean/1993/147966/1993_147966_000020_000003,4.159408092498779,0.6431321501731873,1.5056984660302595,0.14503614984269955,0.9847715736040609,4.13084602355957
dev-clean/2035/147960/2035_147960_000019_000001,4.358414173126221,0.6629399061203003,3.5488516682001143,0.1907817955148308,0.9648854961832061,3.2089345455169678
dev-clean/2035/147961/2035_147961_000011_000002,4.296140193939209,0.6068736910820007,1.2442627557811066,0.18366978915617369,0.9765363128491621,4.059523105621338
dev-clean/2035/147961/2035_147961_000025_000002,4.351390838623047,0.5871531367301941,1.1933702186029602,0.14695694352289224,0.9716446124763705,4.366229057312012
dev-clean/2035/152373/2035_152373_000010_000007,4.3284382820129395,0.6174443960189819,1.2118302193544401,0.13365084340932404,0.9888378200919238,4.303196430206299
dev-clean/2086/149214/2086_149214_000005_000002,4.304159641265869,0.5849501490592957,1.4843228926270529,0.13226009351831355,0.9858299595141701,3.9142258167266846
dev-clean/2086/149220/2086_149220_000016_000003,4.300139904022217,0.5621562004089355,1.347864667224806,0.194846636019238,0.974296205630355,4.115984916687012
dev-clean/2086/149220/2086_149220_000028_000000,4.336546421051025,0.5538763403892517,1.3024389636617186,0.14448095157517923,0.9775715390564579,4.124852180480957
dev-clean/2277/149874/2277_149874_000007_000001,4.273934841156006,0.6393170952796936,1.3632077359402381,0.19356959484323819,0.9551569506726458,4.2648749351501465
dev-clean/2277/149896/2277_149896_000007_000006,4.110744476318359,0.612564742565155,1.435161341759868,0.1849950758088709,0.9820245979186376,4.262158393859863
dev-clean/2277/149896/2277_149896_000025_000008,4.324635028839111,0.5954560041427612,1.2962040600352538,0.13849033059788463,0.9841897233201581,4.247293472290039
dev-clean/2277/149897/2277_149897_000023_000000,4.410153388977051,0.6433204412460327,1.1129036175851563,0.10951734510710834,0.9746835443037974,3.3648104667663574
dev-clean/2277/149897/2277_149897_000046_000002,4.255894660949707,0.6540530323982239,1.6272295881348682,0.1559128674228995,0.9850187265917603,3.7571914196014404
dev-clean/2412/153954/2412_153954_000004_000005,4.272729396820068,0.626804530620575,0.9652873303296623,0.20227020314110575,0.994140625,4.276407241821289
dev-clean/2428/83699/2428_83699_000009_000000,4.419034481048584,0.5833908319473267,1.649611754891548,0.1199459275040564,0.9944598337950139,4.39517879486084
dev-clean/2428/83699/2428_83699_000024_000004,4.331973552703857,0.6071134209632874,1.3588559398976894,0.15226252403567048,0.9719626168224299,4.203571319580078
dev-clean/2428/83699/2428_83699_000047_000000,4.339417457580566,0.6163002848625183,1.1231751205539118,0.10887804698155203,0.9807692307692307,4.2367329597473145
dev-clean/2428/83705/2428_83705_000015_000004,4.2471160888671875,0.6380208730697632,1.1146648850024512,0.1591751152964734,0.9892761394101877,4.256638526916504
dev-clean/2428/83705/2428_83705_000034_000002,4.352703094482422,0.6951368451118469,1.7542321204671132,0.11266414254652303,0.98828125,3.4313313961029053
dev-clean/251/118436/251_118436_000017_000001,4.179108619689941,0.6505873203277588,1.7451117397569857,0.0848282067927223,0.979559748427673,4.197790145874023
dev-clean/251/136532/251_136532_000000_000003,4.359339237213135,0.6458916664123535,2.6441112823139092,0.1324601668164686,0.9811320754716981,4.301279067993164
dev-clean/251/136532/251_136532_000020_000004,4.225294589996338,0.6105652451515198,1.9462595024160134,0.15780827793110258,0.9836888331242157,4.46845817565918
dev-clean/251/137823/251_137823_000025_000001,4.413427352905273,0.6579113602638245,2.1728474926816816,0.12059328470585037,0.9804878048780488,4.095747947692871
dev-clean/251/137823/251_137823_000054_000002,4.432358741760254,0.658226490020752,2.2042323716367447,0.1407959516748234,0.9764150943396226,4.389199256896973
dev-clean/2803/154320/2803_154320_000017_000004,4.350671768188477,0.5634648203849792,1.6038140830050611,0.1445922467225522,0.9855072463768115,3.8451271057128906
dev-clean/2803/154328/2803_154328_000028_000000,4.436330795288086,0.5603523850440979,1.5033633889687037,0.13431497322547636,0.9705619982158786,3.8948159217834473
dev-clean/2803/154328/2803_154328_000080_000003,4.431213855743408,0.5702072978019714,1.3265350572229342,0.11613981713465561,0.9718309859154929,4.153533935546875
dev-clean/2803/161169/2803_161169_000011_000019,4.2419586181640625,0.7174145579338074,0.8685436718289858,0.20191256615312259,0.944206008583691,3.500028610229492
dev-clean/2902/9008/2902_9008_000009_000001,4.309711933135986,0.6553301215171814,1.5930069329843202,0.14279919137119682,0.9424280350438047,3.5410149097442627
dev-clean/2902/9008/2902_9008_000048_000003,4.382908344268799,0.6713752746582031,2.0002661686797567,0.15652097907186271,0.9908972691807542,3.102511167526245
dev-clean/3000/15664/3000_15664_000013_000004,4.208779811859131,0.5930097699165344,2.094582886936627,0.21692927363403178,0.9844926894107222,4.3668012619018555
dev-clean/3000/15664/3000_15664_000029_000002,4.27665901184082,0.6140480041503906,2.0905228401378273,0.1523491459345901,0.9872068230277187,4.331423759460449
dev-clean/3170/137482/3170_137482_000010_000004,4.312205791473389,0.6746835708618164,2.027779625174864,0.24134607841251454,0.9683257918552036,3.961280345916748
dev-clean/3170/137482/3170_137482_000037_000001,4.386532306671143,0.6426677107810974,1.9804789410994468,0.21296360229240655,0.9778812572759022,3.8862318992614746
dev-clean/3536/23268/3536_23268_000028_000000,4.265500068664551,0.6574921607971191,1.692456254724602,0.1958060279364142,0.9902048085485307,4.214353084564209
dev-clean/3576/138058/3576_138058_000019_000003,4.0017409324646,0.7104858756065369,1.6635470184651615,0.21895241567283993,0.9717591017352841,3.7675864696502686
dev-clean/3752/4943/3752_4943_000026_000002,4.1789374351501465,0.6259646415710449,2.3032481341497366,0.17334043077421213,1.0,3.7821688652038574
dev-clean/3752/4943/3752_4943_000056_000002,4.454955577850342,0.5999452471733093,2.2416739313298173,0.09444974885139462,0.9754385964912281,3.9381067752838135
dev-clean/3752/4944/3752_4944_000031_000000,4.368640422821045,0.60422283411026,1.952704224571883,0.1288394579212602,0.981294964028777,4.403628349304199
dev-clean/3752/4944/3752_4944_000063_000003,4.4147820472717285,0.6581847667694092,2.485258378036339,0.10858866310189368,0.9753086419753086,4.395186901092529
dev-clean/3752/4944/3752_4944_000094_000000,4.384322166442871,0.6176071166992188,2.0796220573343462,0.11484659756911798,0.9836065573770493,4.087779998779297
dev-clean/3853/163249/3853_163249_000058_000000,4.3104376792907715,0.6601021885871887,1.950830015235382,0.0997242105745111,0.9622641509433962,3.353576898574829
dev-clean/3853/163249/3853_163249_000125_000004,4.2070417404174805,0.6522683501243591,2.3878355711556734,0.17653952298418665,0.9771863117870723,3.4231350421905518
dev-clean/5338/24615/5338_24615_000004_000003,4.274514198303223,0.633182942867279,1.3463991605921393,0.22198788195273722,0.9844827586206897,4.308172225952148
dev-clean/5338/284437/5338_284437_000031_000001,4.281898498535156,0.6441967487335205,1.7790481972488226,0.2137572687097764,0.9787234042553191,4.3004302978515625
dev-clean/5536/43358/5536_43358_000012_000001,4.428483486175537,0.5868896245956421,2.049715416994101,0.1436600887338051,0.9839080459770115,4.125489711761475
dev-clean/5536/43359/5536_43359_000015_000000,4.421324253082275,0.5916673541069031,2.019972657346513,0.12594903426568216,0.9917898193760264,3.8163857460021973
dev-clean/5694/64025/5694_64025_000004_000006,4.41884708404541,0.600487470626831,1.5825869552473157,0.2453135660616582,0.9873217115689382,4.407991409301758
dev-clean/5694/64029/5694_64029_000006_000005,4.426811695098877,0.6099031567573547,1.5533851541609391,0.16556140787411797,0.9752300070771407,3.7133750915527344
dev-clean/5694/64029/5694_64029_000024_000002,4.278234481811523,0.5892987251281738,1.5954436227517628,0.10877899810760026,0.974169741697417,4.2828593254089355
